revenue_district_office_number,revenue_district_office,bank_code,bank_name,bank_branch,bank_address,,,,,,,1,30
30,Binondo,21032,PHILTRUST,Juan Luna,"Juan Luna Cor. Fernando St. Binondo, Manila",,,,,,,,
30,Binondo,33355,PNB,Binondo,410 Quintin Paredes Binondo Manila,,,,,,,,
30,Binondo,33021,PNB,Juan Luna,409 Juan Luna Street Binondo Manila,,,,,,,,
30,Binondo,33121,PNB,Escolta,Grd Flr City College Of Manila Escolta St Sta Cruz Manila,,,,,,,,
30,Binondo,026-018,RCBC,Binondo,Yuchengco Tower Quintin Paredes St Binondo Manila,,,,,,,,
30,Binondo,026-030,RCBC,Arranque,"1001 Orient Star Bldg., Cor Masangkay And Soler St. Sta Cruz Mla.",,,,,,,,
30,Binondo,027-085,SBTC,Roman Square,"Roman Square Bldg., #979-981 Soler Corner Roman St., Binondo, Manila",,,,,,,,
30,Binondo,010-031,UCPB,Escolta,Fub Bldg  David St Cor Escolta Street Sta Cruz Manila,,,,,,,,
30,Binondo,010-127,UCPB,Binondo,Ucpb Bldg #550 Q Paredes Street  Corner Carvajal Sreet Binondo Manila,,,,,,,,
30,Binondo,010-161,UCPB,Juan Luna,G/F First Binondo Center Bldg  #524 Juan Luna Street Binondo Manila,,,,,,,,
30,Binondo,10190,UCPB,Soler,"Aceada Bldg. 949-951 Soler St. Binondo, Manila",,,,,,,,
30,Binondo,043-181,UNION,"Dasmarinas, Binondo","G.A.Cu-Unjieng Bldg., Q. Paredes St. Corner Dasmarinas St., Binondo, Manila",,,,,,,,
30,Binondo,043-183,UNION,Escolta,"G/F Regina Building, Escolta",,,,,,,,
30,Binondo,043-187,UNION,Masangkay,"911-913 Masangkay St., Binondo, Manila",,,,,,,,
30,Binondo,043-188,UNION,New Divisoria,"Stall Ug-05 To 06, Sto. Cristo Cor. Md Santos Street, Binondo",,,,,,,,
30,Binondo,043-189,UNION,Soler,"Topsco Building 1148 Soler Street Binondo, Manila",,,,,,,,
30,Binondo,043-004,UNION,Binondo,"G/F Hap Hong Building, Q. Paredes Cor. Dasmariñas St., Binondo, Manila",,,,,,,,
30,Binondo,27214,SBTC,Ongpin,"G/F Strata Gold, 738 Ongpin St., Binondo, Manila",,,,,,,,
31,Sta. Cruz,158058,BOC,T. Alonzo,"718-720 T. Alonzo St., Sta Cruz, Manila",,,,,,,,
31,Sta. Cruz,2420,BPI,T. Alonzo,"602 Alonzo St., Sta. Cruz, Manila 1003",,,,,,,,
31,Sta. Cruz,2422,BPI,Escolta Sta Cruz,"Cor Plaza Lacson And Escolta St., Sta. Cruz, Manila 1003",,,,,,,,
31,Sta. Cruz,2477,BPI,San Lazaro - Vertex One,"Mjc - Ayala Land Corporatet Centre, Felix Huestas Corner F. Yuseco Street, Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,2478,BPI,Fugoso Central Market,"1683-1685 V. Fugoso St., Sta Cruz, Manila",,,,,,,,
31,Sta. Cruz,002-554,BPI,Benavidez,"1198 Benavidez St., Sta. Cruz , Manila  1003",,,,,,,,
31,Sta. Cruz,3033,CBC,Arranque,Don Felipe Bldg 675 T Mapua St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,3075,CBC,T Alonzo,Abeleda Business Center T Alonzo Cor Espelita St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,3090,CBC,Ongpin,Gd Se Jo Tong Bldg. 808 Ongpin St Binondo Manila,,,,,,,,
31,Sta. Cruz,3132,CBC,Sm San Lazaro,"Jy Square Mall, Salinas Drive, Lahug, Cebu City",,,,,,,,
31,Sta. Cruz,30003,CITIBANK,Binondo,Yet Bldg San Fernando St. Cor  Plaza Del Conde St Binondo Manila 1006,,,,,,,,
31,Sta. Cruz,086-027,LBP,Intramuros,P. Del Gobernador Bldg Aduana St. Intramuros Manila,,,,,,,,
31,Sta. Cruz,086-108,LBP,Tayuman,Kjm 1362 Tayuman/Ipil Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,086-294,LBP,Anda Circle,Bir Bldg Anda Circle Intramuros Mla,,,,,,,,
31,Sta. Cruz,015-072,MBTC,Blumentritt-Sta Cruz,"2460 Rizal Ave. Corner Cavite Streets,  Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,015-073,MBTC,Escolta,"288 Escolta Twin Tower, Escolta St., Binondo Manila",,,,,,,,
31,Sta. Cruz,015-116,MBTC,Masangkay-Mayhalig,"1348-1352 Broadview Tower,  G. Masangkay Street Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,015-147,MBTC,Bambang,"1411-1413 G. Masangkay Street, Sta. Cruz Manila",,,,,,,,
31,Sta. Cruz,015-186,MBTC,Zurbaran,"1662 V. Fugoso Street Corner Oroqueta Street, Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,015-004,MBTC,Arranque Center,"#1344 Soler Street Sta Cruz, Manila",,,,,,,,
31,Sta. Cruz,015-271,MBTC,China Plaza-T. Mapua,"645 Tomas Mapua Street, Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,015-272,MBTC,Ongpin,"910 Ongpin St., Sta. Cruz, Manila",,,,,,,,
31,Sta. Cruz,015-274,MBTC,Magdalena,"942 G. Masangkay St., Binondo, Manila",,,,,,,,
31,Sta. Cruz,015-275,MBTC,Masangkay-Luzon,"1161-1163 Masangkay St., Sta. Cruz Manila",,,,,,,,
31,Sta. Cruz,015-276,MBTC,T. Mapua-Fuguso,No. 1052-1056 Tomas Mapua Corner Fugoso Streets Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,015-297,MBTC,Tayuman-Felix Huerta,"Tayuman Corner Felix Huertas Streets,  Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,015-302,MBTC,Sta. Cruz-Manila,"582 Gonzalo Puyat Street,  Sta Cruz Manila",,,,,,,,
31,Sta. Cruz,019-017,PBCOM,Ongpin,Ongpin Corner S Padilla St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,19035,PBCOM,T Alonzo,G/F Tan Kiang Bldg #665 T Alonzo St Sta Cruz Manila1003,,,,,,,,
31,Sta. Cruz,21003,PHILTRUST,Sta Cruz Mla,Plaza Lacson Cor Rizal Ave Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,33004,PNB,Plaza Sta Cruz,740 Florentino Torres St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,33005,PNB,Avenida,720 Rizal Ave Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,33008,PNB,Blumentritt,Kassco Bldg Cor Lico & Cavite Sts Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,33038,PNB,Rizal Avenue,Rizal Ave Cor S Herrera St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,026-162,RCBC,Tomas Mapua,Park Tower Condominium #630 Tomas Mapua St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,26203,RCBC,T.Alonzo,"1461-1463 Soler St., Sta. Cruz Mla.",,,,,,,,
31,Sta. Cruz,010-120,UCPB,T  Mapua,Han Chiong Bldg #725 T Mapua Street Sta. Cruz Manila,,,,,,,,
31,Sta. Cruz,010-182,UCPB,Ongpin,"839-843 Ongpin St., Sta Cruz, Manila",,,,,,,,
31,Sta. Cruz,43132,UNION,Mayhaligue,Masangkay Near Corner Mayhaligue St Sta Cruz Manila,,,,,,,,
31,Sta. Cruz,043-191,UNION,T. Alonzo,"625 T. Alonzo St., Sta. Cruz, Manila",,,,,,,,
31,Sta. Cruz,043-193,UNION,Vertex One - San Lazaro,"G/F Of The Vertex One Building, San Lazaro, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,2428,BPI,Espana Miguelin,"1769 Espana Blvd. Cor Miguelin St., Sampaloc, Manila 1008",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,2464,BPI,Espana-Basilio,"Bpi Bldg., Espana Blvd. Cor Basilio St., Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,2514,BPI,Espana Blumentritt,2122 España Blvd. Cor. Blumentritt Sampaloc Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,2516,BPI,Legarda,"No. 2227-2233 Legarda St., Sampaloc Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,2520,BPI,Laong Laan,Sanda Bldg. Laong Laan St. Cor Ah Lacson Ave. Sampaloc Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,002-552,BPI,Quiapo Church,"457 Quezon Boulevard,  Quiapo, Manila
1001",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,002-555,BPI,Quiapo,"112 Carlos Palanca St.,     Quiapo,    Manila 1001",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,002-621,BPI,Sta. Mesa,4131 Ramon Magsaysay Blvd. Sta Mesa Manila 1016,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,002-628,BPI,"Santol, Sta. Mesa","Units A & B  Pbs Bible House Condo Corporation/ 3961 Ramon Magsaysay Blvd., Sta. Mesa Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,3013,CBC,Quiapo,216-220 C. Villalobos St Quiapo Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,3157,CBC,España,"España Cor. Valencia Sts., Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,3188,CBC,Sales-Raon,"611 Sales St., Quiapo, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,30003,CITIBANK,Binondo,Yet Bldg San Fernando St. Cor  Plaza Del Conde St Binondo Manila 1006,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,086-027,LBP,Intramuros,P. Del Gobernador Bldg Aduana St. Intramuros Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,086-137,LBP,Malacañang,Laurel-Nepomuceno Sts San Miguel,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,086-294,LBP,Anda Circle,Bir Bldg Anda Circle Intramuros Mla,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-039,MBTC,Quiapo,"129 C. Palanca Street,  Quiapo Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-133,MBTC,Espana,M. Dela Fuente Near Corner España Sampaloc Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-134,MBTC,Evangelista-Quiapo,"675 B. Evangelista Street,  Quiapo Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-200,MBTC,Morayta,"866 N. Reyes Ave., Sampaloc , Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-151,MBTC,Ust Espana,"1372 Espana Cor Sentro, Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-152,MBTC,C.M. Recto,"#2075 C M Recto Avenue, Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-299,MBTC,A. Lacson Avenue-Samp,"1243 A.H. Lacson Ave., Sampaloc  Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-303,MBTC,Raon,"633 Gonzalo Puyat Street,  Sta Cruz Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-304,MBTC,A. Maceda,"1174 A. Maceda Street, Sampaloc  Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-305,MBTC,Pureza-R. Magsaysay B,2244 De Ocampo Memorial School Annex Bldg R Magsaysay Blvd Near Pureza St Sta Mesa Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-306,MBTC,Bustillos Sampaloc,"443 J. Figueras Street, Sampaloc Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,015-387,MBTC,V. Mapa,"3244 V. Mapa Street Corner Valenzuela,Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,19034,PBCOM,Echague,"#88-90  Carlos Palanca Cor Isla De Romero St Quiapo, Manila 1001",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,21017,PHILTRUST,Morayta,"Morayta Cor. R. Papa St., Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,21025,PHILTRUST,Quiapo,Plaza Miranda Cor Hidalgo & Palma Sts Quiapo Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,21039,PHILTRUST,Quezon Boulevard,"816 Quezon Boulevard Cor C.M. Recto Avenue, Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,33015,PNB,Espana,Tanjangco Bldg Espana Corner P. Noval Sts Sampaloc Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,33024,PNB,C.M. Recto,"2026-2028 Pspca Bldg., Unit 6 & 7 C.M. Recto Avenue, Quiapo, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,33026,PNB,Malacanang,"Malacanang Annex Old Sta Mesa Cpd
J.P. Laurel Street San Miguel Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,33244,PNB,Dapitan-Gelinos,"G/F North Forbes Place, 1221 Gelinos St. Sampaloc, Manila 1008",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,026-071,RCBC,Morayta,"#828 Nicanor Reyes Street, Sampaloc, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,027-038,SBTC,Mendiola,"Ceu Compound Mendiola, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,27144,SBTC,Evangelista-Quiapo,"G/F Jack & Carlos Bldg, #609 Evangelista St., Quiapo, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,010-009,UCPB,C M Recto-Manila,Isetann Cinerama Complex Cm Recto Corner Quezon Blvd. Manila,,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,177124,EASTWEST BANK,Quiapo,"G/F E & L Haw Building, 502 Evangelista St., Cor. Paterno St., Quiapo, Manila",,,,,,,,
32,Sampaloc/Sta Mesa/San Miguel/Quiapo,27186,SBTC,C. Palanca-Quiapo,"302-304 C. Palanca (Echague) Corner P. Gomez Street, Quiapo, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,158016,BOC,Port Area,Mary Bachrach Bldg Cor 25Th & Chicago Sts Port Area Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2025,BPI,Malate,1792 A Mabini St Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2270,BPI,Intramuros,"Intramuros Complex Muralla, Intramuros Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2402,BPI,Vito Cruz St Scho,867 P Ocampo Cor Leon Guinto St Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2421,BPI,Ermita Royal Bay,"Royal Bay Condominium, Un Avenue, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2450,BPI,Remedios,"Syjuco Bldg. Cor. Taft Avenue And Remedios Sts., Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2490,BPI,Harisson Plaza,"G/F Main Hall, Harrison Plaza Commercial Complex,
M. Adriatico St Malate  Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2491,BPI,Un Ave Pope Pius,Un Avenue Cor M Romualdez St Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2492,BPI,Malate Mabini,Sta Monica Cor Mabini St Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2493,BPI,San Andres F. Benitez,2098 San Andres Cor F Benitez St San Andres Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2494,BPI,Mh Del Pilar,Mh Del Pilar Cor Un Avenue St Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2495,BPI,Ermita,"G/F Midland Plaza Condominiums, M Adriatico St Ermita Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2496,BPI,Taft Ave. Sherwood,"Unit 107 Sherwood Place Taft Ave., Malate Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2501,BPI,P. Faura Taft,"G/F Manila Astral Tower Condominium, Taft Ave. Cor Padre Faura, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2519,BPI,Paco Pedro Gil,999 Pedro Gil Cor. F. Agoncillo Sts. Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,2534,BPI,Taft,"Unlad Condominium, Taft Avenue Cor Malvar St Malate Manila",,,,,,,,
33,Ermita/Intramuros/Malate,2535,BPI,Vito Cruz Harrison,P Ocampo Cor Maytubig St Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,002-763,BPI,Ermita Pedro Gil,"G/F Tspi Bldg. 606 Pedro Gil Street, Ermita, Manila 1000",,,,,,,,
33,Ermita/Intramuros/Malate,002-765,BPI,Mabini Echelon Tower,"Unit A1 G/F Echelon Tower Condominium, 2100 A. Mabini Street, Malate Manila 1004",,,,,,,,
33,Ermita/Intramuros/Malate,3044,CBC,Ermita,Trinidad Bldg A Mabini St Corner U.N. Avenue Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,3199,CBC,Taft Avenue-Quirino,"2178 Taft Avenue Near Corner Quirino Avenue, Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,176015,CHINATRUST,Mabini,"G/F Unit B. Echelon Tower 2100 A. Mabini St., Malate, Metro Manila",,,,,,,,
33,Ermita/Intramuros/Malate,30003,CITIBANK,Binondo,Yet Bldg San Fernando St. Cor  Plaza Del Conde St Binondo Manila 1006,,,,,,,,
33,Ermita/Intramuros/Malate,086-000,LBP,H.O-Cash Plaza,1598 Mh Del Pilar St. Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,086-027,LBP,Intramuros,P. Del Gobernador Bldg Aduana St. Intramuros Manila,,,,,,,,
33,Ermita/Intramuros/Malate,086-028,LBP,South Harbor,Marsman Mdsf Port Area Intramuros Manila,,,,,,,,
33,Ermita/Intramuros/Malate,086-061,LBP,Taft Avenue,Corner G. Apacible & Taft Ave Sta Mesa Manila,,,,,,,,
33,Ermita/Intramuros/Malate,086-151,LBP,Bsp Servicing Unit,"2/F Executive Tower Bldg., Bsp Complex, Roxas Blvd., Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,086-156,LBP,Ymca,New Ymca Building Complex A J Villegas Street Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,086-294,LBP,Anda Circle,Bir Bldg Anda Circle Intramuros Mla,,,,,,,,
33,Ermita/Intramuros/Malate,086-301,LBP,Boc Micp E.O.,"G/F, Bureau Of Customs Bldg., Micp North Harbor, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,086-303,LBP,Supreme Court Eo,"G/F Multi Purpose Bldg.,Sup. Court, Faura, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,086-326,LBP,Dole Eo,"Dole Bldg., General Luna St., Intramuros, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-068,MBTC,Taft Avenue-La Salle,"2456 Taft Avenue, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-122,MBTC,Anda Circle-Port Area,"G/F Champ Bldg., Anda Circle, Bonifacio Drive Bonifacio Drive Port Area Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-199,MBTC,Intramuros,"Femii Bldg., A. Soriano Jr. Avenue, Intramuros Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-126,MBTC,U.N. Avenue Center,"Don Norberto Tower, 667 Un Avenue, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-286,MBTC,Ermita,"Metrobank Bldg., A. Mabini Corner Flores Streets, Ermita Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-288,MBTC,Adriatico,"Rothman Inn Hotel Bldg., 1633 Adriatico Street, Malate Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-289,MBTC,Luneta-Tm Kalaw,"470 T.M. Kalaw Corner Cortada Streets,  Ermita Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-290,MBTC,Robinson'S Place-Adria,"1413 M. Adriatico Street, Ermita Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-293,MBTC,Harrison Plaza-Adriat,"A. Adriatico Street, Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-294,MBTC,Ocean Tower,"Ocean Tower, Roxas Blvd., Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-295,MBTC,J. Nakpil-Taft Ave.,"Along Taft Ave. Near Corner J. Nakpil Streets, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,015-296,MBTC,Quirino Ave-L. Guinto,"Quirino Ave. Corner L. Guinto Streets, Malate Manila",,,,,,,,
33,Ermita/Intramuros/Malate,019-014,PBCOM,U N Avenue,#1108 M H Del Pilar Cor U N Ave & Guerrero St Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,19042,PBCOM,Taft Ave-Nakpil,Nakpil Corner Taft Avenue Malate Manila 1004,,,,,,,,
33,Ermita/Intramuros/Malate,21000,PHILTRUST,Head Office,1000 U.N. Avenue-San Marcelino Manila,,,,,,,,
33,Ermita/Intramuros/Malate,21012,PHILTRUST,Malate,Roxas Blvd. Cor. Remedios St. Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,21018,PHILTRUST,Ermita,U.N. Avenue Corner Orosa Sts Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33052,PNB,Bsp Service,G/F Cb Cafetorium Bldg Bsp Complex Roxas Boulevard Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33054,PNB,Ermita,Trade Ctr Bldg 1166 Cor Mabini & P Faura Sts Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33057,PNB,Harrison Plaza,N Aquino Memorial Sports Cmpl M Adriatico Street Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33060,PNB,Luneta,Nhi Compound T.M. Kalaw Street Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33062,PNB,Malate Branch,"Sm Lazo Medical Ctr Bldg. Taft Ave Cor
J. Nakpil St Malate Manila",,,,,,,,
33,Ermita/Intramuros/Malate,33067,PNB,Pgh,Pgh Compound Taft Avenue Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33068,PNB,Picc,G/F Picc Delegation Bldg Ccp Complex Roxas Boulevard Pasay City,,,,,,,,
33,Ermita/Intramuros/Malate,33069,PNB,Port Area,Gate 3 Bureau Of Customs 651 16Th St Port Area Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33073,PNB,Un Avenue,"G/F Umc Bldg., Un Avenue, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,33341,PNB,Leon Guinto,1818 A Linao St Paco Manila,,,,,,,,
33,Ermita/Intramuros/Malate,33225,PNB,Intramuros,"G/F Marlow Bldg. 2120 Leon Guinto St. Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,170031,PVB,Port Area,"Ppa Bldg.,  A. Bonifacio Drive, South Harbor Manila",,,,,,,,
33,Ermita/Intramuros/Malate,26198,RCBC,Ermita,"550 United Nations Ave., Ermita Mla.",,,,,,,,
33,Ermita/Intramuros/Malate,26202,RCBC,South Harbor,"Harbor Ctr., Cor Chicago And 23Rd St., Port Area Mla.",,,,,,,,
33,Ermita/Intramuros/Malate,027-007,SBTC,Ermita,Un Avenue Cor Bocobo & Churruca Sts Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,027-065,SBTC,Malate,"M. Adriatico Corner San Andres St., Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,010-003,UCPB,T M Kalaw,G/F Traveller’S Life Bldg #490 Tm Kalaw Cor Cortada St. Ermita Manila,,,,,,,,
33,Ermita/Intramuros/Malate,010-011,UCPB,San Andres,G/F Marc 2000 Tower1973 Taft Ave Corner San Andres Malate Manila,,,,,,,,
33,Ermita/Intramuros/Malate,010-066,UCPB,Vito Cruz,Upper G/F Torre Lorenzo Bldg Taft Ave. Manila,,,,,,,,
33,Ermita/Intramuros/Malate,010-146,UCPB,Malate,Unit G4 1322 Golden Empire Tower Roxas Blvd Cor. P Faura Manila,,,,,,,,
33,Ermita/Intramuros/Malate,43131,UNION,Taft,"Cor P Ocampo St. Vito Cruz, Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,043-182,UNION,Ermita-Mabini,"1336 A.Mabini St., Ermita Manila",,,,,,,,
33,Ermita/Intramuros/Malate,043-184,UNION,Ictsi Port Area,"Garden Area, Manila International Container Terminal, Mict South Access Road, Port Area, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,043-185,UNION,Intramuros,G/F Bf Condo Bldg. A. Soriano Sr. Ave. Intramuros Manila,,,,,,,,
33,Ermita/Intramuros/Malate,043-186,UNION,Malate,"G/F Marioco Bldg. 1945 M. Adriatico St. Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,043-192,UNION,U.N. Ave,"441 Granhill Bldg. U.N. Avenue Cor. M.H. Del Pilar &
M. Guerrero Streets Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,177077,EASTWEST BANK,Malate,"1991 Esperanza Osmeña Bldg., A. Mabini St., Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,177081,EASTWEST BANK,Roxas Boulevard,"G/F Denr Bldg., 1515 Roxas Blvd., Ermita, Metro Manila",,,,,,,,
33,Ermita/Intramuros/Malate,78097,DBP,Manila,"Julio Nakpil St. Corner Taft Avenue, Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,86342,LBP,Un Avenue,"Avenue Corner Lm Guerrero St., Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,78108,DBP,Manila Cash Unit,"G/F  W.  Godino  Bldg.,  No.  350  A.  Villegas St., Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,27182,SBTC,Adriatico-P. Faura,"1325 M. Adriatico St., Malate, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,27220,SBTC,Roxas Boulevard,"Nuestra Señora De Guia Street, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,27223,SBTC,Taft Nakpil,"Sm Lazo Clinics, Taft Avenue Cor. Nakpil Street, Ermita, Manila",,,,,,,,
33,Ermita/Intramuros/Malate,27224,SBTC,Taft-La Salle,"Condominium Building, 2444 Taft Avenue, Malate, Manila",,,,,,,,
34,Paco/Pandacan/Sta. Ana,158033,BOC,Sta Ana Mla,Boc Bldg Pedro Gil Cor Embarcadero Sts Sta Ana Manila,,,,,,,,
34,Paco/Pandacan/Sta. Ana,2400,BPI,Pandacan,"219 Jesus Cor Labores Sts., Pandacan, Manila 1011",,,,,,,,
34,Paco/Pandacan/Sta. Ana,2517,BPI,Robinsons Otis,"Level 1, Robinsons Mall, Paz M. Guanzon St. Paco Manila",,,,,,,,
34,Paco/Pandacan/Sta. Ana,2518,BPI,Paco,"1573 Gen. Luna St., Paco Manila",,,,,,,,
34,Paco/Pandacan/Sta. Ana,002-645,BPI,Paco 2,"1518 Pedro Gil St., Paco Manila  1007",,,,,,,,
34,Paco/Pandacan/Sta. Ana,002-648,BPI,Sta Ana,"Pedro Gil Cor. Calderon   St., Sta. Ana, Manila 1009",,,,,,,,
34,Paco/Pandacan/Sta. Ana,3113,CBC,Paco,Gen Luna Cor Escoda Street Paco Manila,,,,,,,,
